Seq	JH1T	JH1O	JH1S	JH3T	JH3O	JH3S	JH4T	JH4O	JH4S	JH5T	JH5O	JH5S	JH6T	JH6O	JH6S	JH7T	JH7O	JH7S
Seq1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq2	0	2	6133	0	81	8921	0	0	1130	0	562	866	0	76	2376	0	36	13241
Seq3	0	0	53	0	0	120	0	0	58	0	1	40	0	3	211	0	0	95
Seq4	0	0	73	0	0	220	0	0	67	0	1	48	0	1	157	0	0	148
Seq5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6
Seq6	0	0	34	0	0	1	0	0	0	0	0	4	0	2	1	0	0	15
Seq7	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
Seq8	0	0	11	0	0	0	0	0	1	0	0	0	0	0	6	0	0	6
Seq9	0	0	0	0	0	1	0	0	2	0	0	2	0	0	6	0	0	8
Seq10	0	0	720	0	0	8	0	0	3	0	0	1	0	0	2	0	0	29
Seq11	0	0	1	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0
Seq12	0	0	238	0	0	745	0	0	211	0	1	230	0	12	550	0	0	720
Seq13	0	0	17	0	0	37	0	0	8	0	0	4	0	0	4	0	0	56
Seq14	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Seq15	0	0	625	0	7	1598	0	0	330	0	9	124	0	8	468	0	1	2028
Seq16	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0
Seq17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Seq18	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0
Seq19	0	0	0	0	0	13	0	0	35	0	1	21	0	1	10	0	0	0
Seq20	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0
Seq21	0	0	1508	0	2	3131	0	1	342	0	4	128	0	13	441	0	0	3685
Seq22	0	0	91	0	1	456	0	0	32	0	0	14	0	1	32	0	0	459
Seq23	0	0	6	0	0	7	0	0	0	0	0	1	0	0	0	0	0	3
Seq24	0	0	4	0	0	3	0	0	2	0	0	8	0	0	5	0	0	10
Seq25	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Seq26	0	0	1	0	0	0	0	0	8	0	0	0	0	0	21	0	0	0
Seq27	0	0	584	0	0	85	0	0	0	0	0	0	0	0	0	0	0	136
Seq28	0	0	11	0	0	2	0	0	0	0	0	2	0	0	0	0	0	3
Seq29	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Seq30	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4
Seq31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Seq32	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Seq33	0	0	2096	0	0	120	0	0	2	0	0	0	0	0	0	0	0	442
Seq34	0	0	90	0	0	28	0	0	1	0	0	0	0	0	0	0	0	31
Seq35	0	0	1266	0	0	554	0	0	3	0	0	23	0	0	15	0	1	1045
Seq36	0	0	5	0	0	9	0	0	0	0	0	0	0	0	0	0	0	17
Seq37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Seq38	0	0	1	0	0	294	0	0	0	0	0	0	0	0	0	0	0	156
Seq39	0	0	2582	0	0	3237	0	0	0	0	4	1103	0	4	747	1	0	2414
Seq40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Seq41	0	1	416	0	0	359	0	0	1	0	1	2	0	0	1	0	0	373
Seq42	0	0	8	0	0	5	0	0	0	0	0	0	0	0	0	0	0	10
Seq43	0	0	1226	0	3	2786	0	0	0	0	0	0	0	0	3	0	0	1421
Seq44	0	0	927	0	0	324	0	0	0	0	0	0	0	0	1	0	0	393
Seq45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq46	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	5
Seq47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Seq48	0	0	197	0	0	595	0	0	1	0	0	1	0	0	2	0	0	1651
Seq49	0	0	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	20
Seq50	0	0	188	0	3	2741	0	0	9	0	0	10	0	0	18	0	2	5770
Seq51	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
Seq52	0	0	267	0	0	71	0	0	0	0	1	0	0	0	0	0	0	225
Seq53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq54	0	0	3	0	0	10	0	0	0	0	0	0	0	0	0	0	0	11
Seq55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Seq56	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4
Seq57	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0
Seq58	0	0	267	0	0	24	0	0	0	0	0	0	0	0	0	0	0	287
Seq59	0	0	48	0	0	136	0	0	8	0	0	5	0	3	41	0	0	408
Seq60	0	0	3157	0	0	5329	0	0	5	0	0	2	0	0	7	0	2	8525
Seq61	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	24
Seq62	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Seq63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq64	0	0	48	0	0	17	0	0	0	0	0	0	0	0	0	0	0	245
Seq65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Seq66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq67	0	0	5	0	0	3	0	0	0	0	0	0	0	0	4	0	0	13
Seq68	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	5
Seq69	0	1	7825	0	2	11628	0	0	17	0	2	10	0	1	41	0	2	16607
Seq70	0	0	2907	0	0	3755	0	0	0	0	0	1	0	0	0	0	0	3159
Seq71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Seq72	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Seq73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Seq74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Seq75	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Seq76	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	18
Seq77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Seq78	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4
Seq79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
Seq80	0	0	24	0	4	410	0	0	259	0	1	117	0	12	383	0	0	135
Seq81	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Seq82	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Seq83	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3
Seq84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq86	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	18
Seq87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Seq88	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq89	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
Seq90	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq91	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10
Seq92	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0
Seq93	0	0	2	0	0	0	0	0	3	0	0	112	0	0	0	0	0	2
Seq94	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0
Seq95	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
Seq96	0	0	5	0	0	2	0	0	1	0	0	0	0	2	0	0	0	6
Seq97	0	0	19	0	0	2	0	0	0	0	0	0	0	0	0	0	0	22
Seq98	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Seq99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
Seq100	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	6
Seq101	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1
Seq102	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3
Seq103	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Seq104	0	0	0	0	0	1	0	0	3	0	0	0	0	0	2	0	0	1
Seq105	0	0	920	0	11	13256	0	2	14412	3	229	6771	3	675	38706	0	1	1654
Seq106	0	0	0	0	0	30	0	0	11	0	0	1	0	0	7	0	0	2
Seq107	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Seq108	0	0	1	0	0	89	0	0	32	0	0	23	0	9	129	0	0	6
Seq109	0	0	3	0	0	81	0	0	28	0	1	30	0	2	475	0	0	19
Seq110	0	0	0	0	0	3	0	0	0	0	0	16	0	0	1	0	0	0
Seq111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Seq112	1	0	767	5	7	10961	0	1	11097	2	100	2885	2	277	15342	0	0	2466
Seq113	0	0	563	0	1	4256	0	0	3874	0	62	759	1	131	3390	0	0	1835
Seq114	0	0	592	0	7	6188	0	0	9984	0	120	3047	2	164	11084	1	0	3323
Seq115	0	0	109	0	0	238	0	0	523	0	26	56	0	21	979	0	0	109
Seq116	0	0	51	0	0	397	0	0	142	0	2	274	0	8	876	0	0	218
Seq117	0	0	0	0	0	1	0	0	10	0	0	0	0	0	3	0	0	3
Seq118	0	0	7	0	2	52	0	0	70	0	3	39	0	5	252	0	0	61
Seq119	0	0	4	0	0	53	0	0	202	0	0	47	0	6	139	0	0	185
Seq120	0	0	24	0	0	527	0	0	338	1	3	92	0	4	958	0	0	34
Seq121	0	0	1	0	0	145	0	0	364	0	6	73	0	5	270	0	0	21
Seq122	0	0	123	0	1	2973	0	1	4616	0	43	1091	0	76	5607	1	2	556
Seq123	0	0	1761	0	17	20429	0	3	18049	0	159	4498	3	416	32825	1	0	8093
Seq124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Seq125	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Seq126	0	0	2	0	0	47	0	0	56	0	1	7	0	0	8	0	0	2
Seq127	0	0	20	0	0	171	0	0	148	0	3	52	0	14	375	0	0	17
Seq128	0	0	0	0	0	5	0	0	2	0	0	0	0	0	2	0	0	4
Seq129	0	0	47	0	0	30	0	0	196	0	31	33	0	10	154	0	0	23
Seq130	0	0	97	0	0	1661	0	0	1672	0	3	156	0	6	3808	0	0	890
Seq131	0	0	60	0	0	586	0	1	575	0	19	149	1	20	708	0	0	235
Seq132	0	0	2	0	0	90	0	0	76	0	0	69	0	4	252	0	0	2
Seq133	0	0	1	0	0	73	0	0	19	0	0	7	0	0	25	0	0	13
Seq134	0	0	0	0	0	3	0	0	7	0	0	1	0	0	4	0	0	1
Seq135	0	0	0	0	0	12	0	0	11	0	1	2	0	0	12	0	0	2
Seq136	0	0	1	0	0	46	0	0	24	0	0	2	0	0	65	0	0	9
Seq137	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	4
Seq138	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Seq139	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0
Seq140	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
Seq141	0	0	58	1	2	160	0	0	421	0	12	80	0	9	570	0	0	7
Seq142	0	0	2	0	2	16	0	0	329	0	3	128	0	4	323	0	0	6
Seq143	0	0	0	0	0	9	0	0	3	0	0	3	0	0	48	0	0	0
Seq144	0	0	16	0	0	58	0	0	119	0	9	39	0	8	144	0	0	3
Seq145	0	0	136	0	1	571	0	0	1630	1	39	368	0	72	1762	0	0	26
Seq146	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Seq147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
Seq148	0	0	0	0	0	6	0	0	15	0	0	2	0	0	39	0	0	1
Seq149	0	0	5	0	1	230	2	0	148	0	1	32	0	5	303	0	0	24
Seq150	0	0	1	0	0	97	0	0	128	0	0	47	0	4	267	0	0	34
Seq151	0	0	3	0	0	1	0	0	16	0	1	1	0	1	16	0	0	1
Seq152	0	0	0	0	0	8	0	0	3	0	0	1	0	0	13	0	0	3
Seq153	0	0	1	0	1	105	0	0	162	0	2	49	0	3	264	0	0	31
Seq154	0	0	0	0	0	7	0	0	12	0	0	11	0	0	22	0	0	0
Seq155	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Seq156	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
Seq157	0	0	22	0	0	2293	0	0	1080	0	19	864	0	68	5207	0	0	50
Seq158	0	0	1	0	0	1	0	0	1	0	0	1	0	0	165	0	0	4
Seq159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	3
Seq160	0	0	0	0	0	3	0	0	1	0	0	1	0	0	1	0	0	0
Seq161	0	0	0	0	0	17	0	0	29	0	1	6	0	1	62	0	0	1
Seq162	0	0	257	0	2	6473	0	0	8005	1	115	5904	0	465	37007	0	0	771
Seq163	0	0	4	0	0	23	0	0	43	0	2	9	0	3	35	0	0	0
Seq164	0	0	3	0	0	2	0	0	6	0	0	1	0	0	1	0	0	2
Seq165	0	0	3	0	0	12	0	0	3	0	0	0	0	0	7	0	0	0
Seq166	0	0	0	0	0	2	0	0	8	0	0	34	0	0	2	0	0	0
Seq167	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Seq168	0	0	1	0	0	14	0	0	8	0	0	2	0	0	10	0	0	0
Seq169	0	0	5	0	0	464	0	0	238	0	3	229	0	3	2137	0	0	55
Seq170	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
Seq171	0	0	0	0	0	9	0	0	0	0	0	5	0	0	2	0	0	0
Seq172	0	0	0	0	0	0	0	0	1	0	0	13	0	0	0	0	0	0
Seq173	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0
Seq174	0	0	0	0	0	44	0	0	26	0	0	158	0	1	64	0	0	8
Seq175	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
Seq176	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Seq177	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Seq178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Seq179	0	0	4	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
Seq180	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Seq181	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Seq182	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Seq183	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq184	0	0	1	0	0	9	0	0	3	0	0	2	0	0	25	0	0	1
Seq185	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq186	0	0	40	0	0	38	0	0	2	0	0	0	0	0	1	0	0	0
Seq187	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Seq188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
Seq189	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
Seq190	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Seq191	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9
Seq192	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
Seq193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Seq194	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Seq195	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Seq196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq197	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq198	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Seq199	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Seq200	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Seq201	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Seq202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq203	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Seq204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
Seq207	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Seq208	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Seq209	0	0	4	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1
Seq210	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
Seq211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Seq212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq213	0	0	8	0	0	15	0	0	0	0	0	0	0	0	0	0	0	24
Seq214	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Seq215	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq216	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq217	0	0	12	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Seq218	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15
Seq219	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Seq221	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq222	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq223	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq224	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
Seq225	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
Seq226	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
Seq227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Seq228	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
Seq229	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Seq230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Seq231	0	0	2	0	0	1	0	0	0	0	0	0	0	0	4	0	0	2
Seq232	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Seq234	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Seq235	0	0	41	0	0	118	0	0	0	0	0	0	0	0	1	0	0	107
Seq236	0	0	26	0	0	109	0	0	0	0	0	0	0	0	0	0	0	93
Seq237	0	0	14	0	0	141	0	0	1	0	0	8	0	0	5	0	0	57
Seq238	0	0	18	0	0	41	0	0	0	0	0	4	0	0	0	0	0	34
Seq239	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Seq240	0	0	1	0	0	13	0	0	0	0	0	0	0	0	0	0	0	7
Seq241	0	0	2	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0
Seq242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq243	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Seq244	0	0	1	0	0	1	0	0	1	0	0	0	0	0	2	0	0	3
Seq245	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
Seq246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq247	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	3
Seq248	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
Seq249	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1
Seq250	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4
Seq251	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0
Seq252	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Seq253	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq255	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
Seq256	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
Seq257	0	0	15	0	0	26	0	0	1	0	0	18	0	0	18	0	0	9
Seq258	0	0	12	0	0	27	0	0	0	0	0	8	0	0	8	0	0	12
Seq259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Seq260	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq261	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq262	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq263	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
Seq264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Seq265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq268	0	0	1	0	0	36	0	0	0	0	0	0	0	0	0	0	0	22
Seq269	0	0	1	0	0	6	0	0	0	0	0	0	0	0	1	0	0	1
Seq270	0	0	10	0	0	9	0	0	0	0	0	4	0	0	1	0	0	20
Seq271	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Seq272	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Seq273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Seq274	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	33
Seq275	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq277	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
Seq278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
Seq279	0	0	0	0	0	0	0	0	0	0	0	5	0	0	9	0	0	0
Seq280	0	0	3	0	0	8	0	0	1	0	0	0	0	0	0	0	0	6
Seq281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Seq282	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Seq283	0	0	10	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3
Seq284	0	0	51	0	0	140	0	0	0	0	0	0	0	0	0	0	0	50
Seq285	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7
Seq286	0	0	20	0	0	54	0	0	0	0	0	0	0	0	0	0	0	19
Seq287	0	0	3	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
Seq288	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1
Seq289	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Seq290	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Seq291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
Seq292	0	0	6	0	0	28	0	0	0	0	0	3	0	0	1	0	0	20
Seq293	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Seq294	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6
Seq295	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq296	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Seq297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Seq298	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
Seq299	0	0	27	0	0	81	0	0	0	0	0	0	0	0	0	0	0	11
Seq300	0	0	18	0	0	44	0	0	0	0	0	0	0	0	3	0	0	7
Seq301	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	12
Seq302	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Seq303	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
Seq304	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
Seq305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq306	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	83
Seq307	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Seq308	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10
Seq309	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq310	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Seq311	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
Seq312	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	8
Seq313	0	0	3	0	0	7	0	0	3	0	0	0	0	0	0	0	0	6
Seq314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq315	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Seq316	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
Seq317	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq319	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
Seq320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Seq321	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2
Seq322	0	0	2	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1
Seq323	0	0	1	0	0	8	0	0	0	0	0	0	0	0	3	0	0	5
Seq324	0	0	5	0	0	6	0	0	2	0	3	3	0	0	1	0	0	6
Seq325	0	0	2	0	0	8	0	0	0	0	0	0	0	1	0	0	0	9
Seq326	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq327	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
Seq328	0	0	687	0	0	92	0	0	3	0	0	1	0	0	29	0	0	166
Seq329	0	0	3	0	0	8	0	0	0	0	0	2	0	0	1	0	0	6
Seq330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq331	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
Seq332	0	0	242	0	2	96	0	0	9	0	0	14	0	3	20	1	0	404
Seq333	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq334	0	0	9	0	0	47	0	0	9	1	0	0	0	0	50	0	0	31
Seq335	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq336	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2
Seq337	0	0	1	0	0	16	0	0	0	0	0	0	0	0	1	0	0	7
