Seq	JH1T	JH1O	JH1S	JH3T	JH3O	JH3S	JH4T	JH4O	JH4S	JH5T	JH5O	JH5S	JH6T	JH6O	JH6S	JH7T	JH7O	JH7S
Seq4623	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Seq4624	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Seq4625	0	0	4	0	2	27	0	0	24	0	7	41	1	2	38	0	7	60
Seq4626	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Seq4627	0	2	46	0	2	61	0	0	79	0	29	51	3	30	92	1	120	512
Seq4628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Seq4629	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
Seq4630	0	0	1	0	0	0	0	0	5	0	0	13	0	1	2	0	0	0
Seq4631	0	0	3	0	0	23	0	0	11	0	1	1	0	1	4	0	0	16
Seq4632	0	4	12	1	3	60	0	1	66	0	71	47	1	31	65	0	31	75
Seq4633	0	0	0	0	0	10	0	0	2	0	0	0	0	2	1	0	0	0
Seq4634	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0
Seq4635	0	0	1	1	0	5	0	0	1	0	6	3	0	0	4	0	0	6
Seq4636	0	0	7	0	0	6	0	0	9	0	0	2	0	4	13	0	2	1
Seq4637	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Seq4638	0	0	1	0	0	11	0	0	7	0	0	1	0	2	5	0	10	10
Seq4639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Seq4640	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0
Seq4641	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	3
Seq4642	0	0	0	0	0	2	0	0	1	0	1	1	0	0	2	0	0	1
Seq4643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Seq4644	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0
Seq4645	0	0	24	5	3	110	3	1	78	2	16	25	2	38	53	1	29	44
Seq4646	0	0	0	0	1	15	0	0	2	0	5	1	0	0	7	0	0	2
Seq4647	0	0	11	0	5	18	0	0	41	0	19	11	0	11	39	0	13	93
Seq4648	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Seq4649	0	0	11	0	0	15	0	0	10	1	1	15	0	9	21	0	14	13
Seq4650	0	0	0	0	0	1	0	0	2	0	0	0	0	0	3	0	1	1
Seq4651	0	2	13	0	0	18	0	0	6	0	1	25	0	13	48	0	12	8
Seq4652	0	0	13	0	0	24	0	0	10	0	5	22	0	4	16	0	5	4
Seq4653	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Seq4654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Seq4655	0	0	9	0	0	20	0	0	5	0	1	6	0	4	40	0	1	24
Seq4656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Seq4657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Seq4658	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq4659	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Seq4660	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Seq4661	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
Seq4662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Seq4663	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq4664	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	4
Seq4665	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Seq4666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Seq4667	0	0	3	0	0	2	0	0	5	0	1	0	0	0	3	0	5	22
Seq4668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
Seq4669	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	47	88
Seq4670	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
Seq4671	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Seq4672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Seq4673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq4674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq4675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Seq4676	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Seq4677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Seq4678	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0
Seq4679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Seq4680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Seq4681	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Seq4682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq4683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Seq4684	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Seq4685	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Seq4686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq4687	0	0	16	0	0	0	0	0	6	0	0	2	0	0	0	0	1	6
Seq4688	0	0	0	0	0	4	0	0	0	0	0	0	1	1	3	0	0	9
Seq4689	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Seq4690	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	2
Seq4691	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
Seq4692	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1
Seq4693	0	0	5	0	0	38	0	0	7	0	4	5	0	3	4	0	0	32
Seq4694	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0
Seq4695	0	0	2	0	0	2	0	0	5	0	0	3	0	0	1	0	0	4
Seq4696	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1
Seq4697	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Seq4698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq4699	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Seq4700	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Seq4701	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Seq4702	0	0	0	0	0	1	0	0	0	0	0	1	0	0	8	0	0	9
Seq4703	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0
Seq4704	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0
Seq4705	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Seq4706	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq4707	0	0	0	0	0	0	0	0	0	0	1	0	0	1	20	0	0	0
Seq4708	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Seq4709	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq4710	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0
Seq4711	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq4712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
Seq4713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Seq4714	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Seq4715	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Seq4716	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
Seq4717	0	0	0	0	0	11	0	0	11	0	1	0	0	0	12	0	2	1
Seq4718	0	1	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	1
Seq4719	0	0	0	0	0	0	0	0	0	0	0	0	0	19	3	0	0	0
Seq4720	0	0	0	0	0	10	0	0	2	0	0	0	0	18	1	0	0	7
Seq4721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Seq4722	0	1	0	0	0	0	0	0	3	0	0	1	0	2	15	0	0	2
Seq4723	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0
Seq4724	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
Seq4725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Seq4726	0	0	81	0	2	7	0	0	2	0	1	2	0	0	5	0	0	3
Seq4727	0	0	2	0	0	0	0	0	5	1	0	8	0	22	17	0	6	12
Seq4728	0	35	457	1	23	577	0	0	485	0	41	118	0	31	197	1	35	724
Seq4729	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Seq4730	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Seq4731	0	0	7	0	0	4	0	0	4	0	5	2	0	0	2	0	2	6
Seq4732	0	0	11	0	1	24	0	0	44	0	0	30	0	0	19	0	1	24
Seq4733	0	0	7	0	1	9	0	0	19	0	3	4	0	1	6	0	0	14
Seq4734	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	2	3
Seq4735	0	0	0	0	7	60	0	0	0	0	0	0	0	0	2	0	0	0
Seq4736	0	0	12	0	11	54	0	0	34	0	0	23	0	3	18	0	1	9
Seq4737	0	0	1	0	0	3	0	0	1	0	0	0	0	0	1	0	0	3
Seq4738	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Seq4739	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Seq4740	0	0	0	0	2	28	0	0	13	0	0	3	0	1	2	0	0	3
Seq4741	0	0	0	0	1	5	0	0	1	0	0	2	0	0	2	0	2	2
Seq4742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Seq4743	0	0	2	0	0	1	0	0	0	0	1	2	0	2	0	0	1	3
Seq4744	0	0	13	0	0	4	0	0	13	0	0	17	0	5	146	0	0	0
Seq4745	0	0	1	0	0	0	0	0	1	0	6	0	0	0	4	0	3	4
Seq4746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq4747	0	0	4	0	0	0	0	0	17	0	0	1	0	1	1	0	0	2
Seq4748	0	0	0	0	0	0	0	0	0	0	1	1	0	2	4	0	4	5
Seq4749	0	0	3	0	0	0	0	0	3	0	0	1	0	0	1	0	0	12
Seq4750	0	0	3	0	1	2	0	0	9	0	0	2	0	0	1	0	0	3
Seq4751	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
Seq4752	0	1	4	0	2	0	0	0	6	0	2	1	0	1	4	0	0	4
Seq4753	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
Seq4754	0	0	4	0	0	5	0	0	5	0	2	0	0	0	3	0	0	6
Seq4755	0	19	2605	0	12	809	0	0	203	0	14	55	0	29	129	0	34	2843
Seq4756	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Seq4757	0	0	4	0	2	8	0	1	7	0	0	5	0	3	4	0	1	30
Seq4758	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Seq4759	0	0	8	0	0	0	0	0	3	0	2	1	0	0	0	0	0	4
Seq4760	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0
Seq4761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Seq4762	0	0	0	0	0	0	0	0	3	0	0	1	0	1	1	0	1	0
Seq4763	0	0	1	0	0	4	0	0	1	0	0	1	0	0	0	0	0	1
Seq4764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq4765	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Seq4766	0	0	1	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0
Seq4767	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0
Seq4768	0	0	4	0	0	6	0	0	0	0	0	0	0	0	1	0	0	9
Seq4769	0	0	14	0	0	75	0	0	14	0	0	0	0	0	0	0	0	24
Seq4770	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Seq4771	0	1	48	0	2	34	0	0	51	0	16	18	0	2	14	0	10	120
Seq4772	0	0	55	0	0	11	0	0	0	0	0	0	0	0	0	0	0	26
Seq4773	0	0	0	0	0	7	0	0	0	0	2	0	0	1	3	0	2	5
Seq4774	0	0	4	0	3	8	0	0	2	0	0	0	0	0	5	0	0	6
Seq4775	0	0	124	0	0	81	0	0	61	0	2	7	0	3	18	0	3	140
Seq4776	0	0	53	0	0	9	0	0	2	0	0	5	0	0	5	0	0	14
Seq4777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Seq4778	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
Seq4779	0	1	1611	0	66	1263	0	1	191	0	10	44	0	34	88	4	301	3448
Seq4780	0	0	2	0	0	16	0	0	1	0	0	0	0	0	5	0	3	0
Seq4781	0	0	24	0	0	21	0	0	10	0	1	4	0	3	1	0	0	36
Seq4782	0	0	10	0	0	20	0	0	2	0	0	4	0	0	0	0	0	2
Seq4783	0	0	5	0	0	11	0	0	11	0	5	0	0	2	0	0	1	2
Seq4784	0	0	1	0	0	2	0	0	2	0	3	3	0	4	2	0	1	1
Seq4785	0	0	9	0	0	8	0	0	1	0	1	2	0	1	1	0	5	8
Seq4786	0	1	19	0	0	3	0	0	4	0	2	2	0	0	4	0	2	7
Seq4787	0	0	7	0	0	32	0	0	0	0	0	0	0	0	0	0	0	14
Seq4788	0	0	21	0	6	328	0	0	20	0	42	61	0	75	129	0	6	18
Seq4789	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1
Seq4790	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Seq4791	0	0	0	0	0	12	0	0	9	0	4	11	0	6	8	0	0	0
Seq4792	0	0	29	0	12	256	0	0	17	0	3	32	0	9	39	0	2	7
Seq4793	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Seq4794	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
Seq4795	0	3	19	0	25	215	1	1	58	1	94	23	0	79	80	1	23	83
Seq4796	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Seq4797	0	0	1	0	0	2	0	0	7	0	0	5	0	0	0	0	1	0
Seq4798	0	0	1	0	1	0	0	0	2	0	0	1	0	0	0	0	0	1
Seq4799	0	0	2	0	0	7	0	0	0	0	1	1	0	10	3	0	0	6
Seq4800	0	0	2	0	1	2	0	0	8	0	0	0	0	0	3	0	0	2
Seq4801	0	0	0	0	0	22	0	0	2	0	2	0	0	16	0	0	0	8
Seq4802	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2
Seq4803	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3
Seq4804	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Seq4805	0	0	9	0	0	4	0	0	3	0	0	0	0	0	0	0	0	4
Seq4806	0	1	377	0	82	96	0	2	5	0	3	1	0	6	1	0	6	18
Seq4807	0	0	154	0	0	3	0	0	4	0	0	0	0	0	1	0	0	6
Seq4808	0	0	25	0	2	6	0	0	4	0	2	0	0	0	1	0	1	11
Seq4809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq4810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq4811	0	0	2	0	0	1	0	0	0	0	0	2	0	1	0	0	0	1
Seq4812	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq4813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Seq4814	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Seq4815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq4816	0	0	6	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1
Seq4817	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq4818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Seq4819	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq4820	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq4821	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq4822	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Seq4823	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Seq4824	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Seq4825	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq4826	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Seq4827	2	0	5	1	0	9	0	0	0	2	0	5	0	2	1	0	0	16
Seq4828	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Seq4829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq4830	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Seq4831	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Seq4832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq4833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Seq4834	0	0	2	0	0	11	0	0	1	0	0	0	0	0	2	0	0	3
Seq4835	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Seq4836	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	4
Seq4837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Seq4838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Seq4839	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0
Seq4840	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Seq4841	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	3
Seq4842	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Seq4843	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	1
Seq4844	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq4845	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Seq4846	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Seq4847	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Seq4848	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Seq4849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Seq4850	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0
Seq4851	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0
Seq4852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Seq4853	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Seq4854	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Seq4855	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq4856	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Seq4857	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	8
Seq4858	0	0	4	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1
Seq4859	0	0	4	0	0	5	0	0	57	0	2	10	0	1	3	0	0	14
Seq4860	0	0	16	0	0	17	0	0	13	0	1	0	0	5	4	0	15	17
Seq4861	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Seq4862	0	0	1	0	0	1	0	0	7	0	0	6	0	0	0	0	0	0
Seq4863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Seq4864	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
Seq4865	0	0	9	0	0	1	0	0	29	0	1	10	0	2	5	0	1	0
Seq4866	0	0	8	0	0	1	0	0	2	0	1	16	0	0	2	0	1	6
Seq4867	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	2	3	6
Seq4868	0	65	12238	0	8	1566	0	0	1888	0	0	3	0	0	0	0	0	2207
Seq4869	1	17	199632	0	185	36776	0	1	1002	0	17	10	0	0	8	0	28	23687
Seq4870	0	0	339	0	0	46	0	0	53	0	0	0	0	0	1	0	0	72
Seq4871	0	0	63	0	0	11	0	0	15	0	0	0	0	0	0	0	0	35
Seq4872	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq4873	0	0	51	0	0	14	0	0	7	0	0	0	0	0	0	0	0	18
Seq4874	0	0	3	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
Seq4875	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq4876	0	0	5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
Seq4877	0	0	100	0	0	5	0	0	18	0	0	0	0	0	0	0	0	13
Seq4878	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Seq4879	0	0	61	0	0	17	0	0	11	0	0	0	0	0	0	0	0	8
Seq4880	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6
Seq4881	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq4882	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Seq4883	0	0	34	0	0	7	0	0	7	0	0	1	0	0	0	0	0	7
Seq4884	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq4885	0	0	572	0	0	71	0	0	40	0	0	0	0	0	0	0	0	66
Seq4886	2	4	61898	0	38	4730	0	0	210	0	5	0	0	0	1	1	3	3395
Seq4887	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
Seq4888	0	0	23	0	0	2	0	0	10	0	0	0	0	0	0	0	0	3
Seq4889	0	0	61	0	0	7	0	0	8	0	0	0	0	0	0	0	0	6
Seq4890	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq4891	0	0	13471	0	26	2350	0	0	62	0	2	0	0	0	0	0	1	1441
Seq4892	0	0	9	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1
Seq4893	0	0	27	0	0	0	0	0	8	0	1	0	0	0	0	0	0	5
Seq4894	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq4895	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq4896	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
Seq4897	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq4898	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq4899	1	3	5362	0	16	1732	0	0	45	0	2	0	0	0	0	0	4	1322
Seq4900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Seq4901	0	0	21695	0	4	1718	0	1	41	0	6	0	0	0	1	0	1	1056
Seq4902	0	2	6177	0	13	1205	0	0	54	0	1	0	0	0	0	0	4	804
Seq4903	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
Seq4904	0	10	36665	0	261	12142	0	1	303	0	2	5	0	0	4	0	7	6590
Seq4905	0	0	62	0	1	38	0	0	0	0	0	0	0	0	0	0	0	11
Seq4906	0	0	1986	0	1	490	0	0	10	0	0	1	0	0	0	0	0	201
Seq4907	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq4908	0	0	1180	0	8	402	0	0	4	0	0	0	0	0	0	0	1	256
Seq4909	0	0	6702	0	445	2592	0	0	13	0	0	1	0	0	0	0	1	632
Seq4910	0	0	2210	0	19	557	0	0	4	0	0	0	0	0	0	0	0	83
Seq4911	0	0	227	0	5	96	0	0	14	0	0	0	0	0	0	0	0	21
Seq4912	0	1	609	0	2	143	0	0	4	0	0	3	0	0	1	0	0	292
Seq4913	0	0	9142	0	8	1610	0	0	41	0	1	1	0	0	0	0	1	1094
Seq4914	0	0	13	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2
Seq4915	0	4	16122	0	38	4306	0	0	117	0	2	2	0	0	0	0	4	1847
Seq4916	0	0	60	0	0	31	0	0	0	0	0	0	0	0	0	0	0	6
Seq4917	0	0	4918	0	14	743	0	0	810	0	2	1	0	0	1	0	1	825
Seq4918	0	0	13554	0	16	1585	0	0	2272	0	2	2	0	0	2	0	0	2792
Seq4919	0	0	4970	0	4	699	0	0	881	0	1	0	0	0	2	0	0	890
Seq4920	0	1	700	0	0	79	0	0	54	0	0	0	0	0	0	0	0	93
Seq4921	0	1	1391	0	1	161	0	0	260	0	0	0	0	0	0	0	0	248
Seq4922	0	0	18	0	0	2	0	0	9	0	0	0	0	0	0	0	0	4
Seq4923	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq4924	0	0	256	0	3	29	0	0	57	0	0	0	0	1	0	0	0	34
Seq4925	0	0	12	0	0	4	0	0	8	0	0	0	0	0	0	0	0	6
Seq4926	0	0	10	0	0	3	0	0	12	0	4	0	0	0	0	0	18	30
Seq4927	0	276	11368	0	84	9848	0	0	1537	0	6	9	0	3	19	3	367	3492
Seq4928	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Seq4929	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Seq4930	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Seq4931	0	0	75	0	2	104	0	0	69	0	0	1	0	0	0	0	0	9
Seq4932	0	0	31	0	0	34	0	0	3	0	0	0	0	0	0	0	3	15
Seq4933	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	27	47
Seq4934	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Seq4935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1
Seq4936	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2
Seq4937	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
Seq4938	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1
Seq4939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Seq4940	0	0	258	0	2	696	0	0	82	0	1	1	0	3	4	0	8	288
Seq4941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Seq4942	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Seq4943	0	2	318	0	8	166	0	0	33	0	0	0	0	0	0	0	5	49
Seq4944	0	2	252	0	0	71	0	0	7	0	0	0	0	0	1	0	0	22
Seq4945	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	66	180
Seq4946	0	0	198	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0
Seq4947	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Seq4948	0	0	89	0	1	441	0	1	44	0	0	0	0	1	1	0	5	145
Seq4949	0	5	1963	0	20	462	0	0	178	0	9	2	0	0	4	0	56	295
Seq4950	0	21	4036	0	18	1194	0	1	494	0	1	25	0	1	13	1	197	3840
Seq4951	0	0	13	0	0	9	0	0	3	0	0	0	0	0	0	0	3	3
